DATE,Day,Month,Year,Quarter,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,NO. OF  TRADES
9-Jun-25,Monday,June,2025,Q2,EQ,82.31,83.60,81.91,84.02,83.03,83.04,82.89,87.91,59.00,3410653.00,23940.00
6-Jun-25,Friday,June,2025,Q2,EQ,85.40,85.40,83.80,84.43,83.85,84.02,84.01,87.91,59.00,7011407.00,14882.00
5-Jun-25,Thursday,June,2025,Q2,EQ,85.96,85.96,83.91,83.87,84.33,84.43,84.25,87.91,59.00,3336293.00,9415.00
4-Jun-25,Wednesday,June,2025,Q2,EQ,85.80,85.80,81.61,83.71,83.88,83.87,83.84,87.91,59.00,3339448.00,10141.00
3-Jun-25,Tuesday,June,2025,Q2,EQ,85.20,85.20,83.18,83.13,83.68,83.71,83.63,87.91,59.00,3890956.00,11113.00
2-Jun-25,Monday,June,2025,Q2,EQ,83.17,83.35,82.22,82.26,83.22,83.13,82.82,87.91,59.00,1685928.00,23022.00
30-May-25,Friday,May,2025,Q2,EQ,82.63,82.63,81.67,81.67,82.15,82.26,82.18,87.91,59.00,1784182.00,6594.00
29-May-25,Thursday,May,2025,Q2,EQ,82.48,82.48,81.50,82.62,81.67,81.67,81.70,87.91,59.00,1284938.00,10563.00
28-May-25,Wednesday,May,2025,Q2,EQ,82.81,82.81,81.12,82.05,82.64,82.62,82.40,87.91,59.00,1189623.00,8430.00
27-May-25,Tuesday,May,2025,Q2,EQ,83.63,83.63,82.00,82.46,82.03,82.05,82.25,87.91,59.00,1851363.00,9479.00
26-May-25,Monday,May,2025,Q2,EQ,84.52,84.52,82.06,82.06,82.42,82.46,82.42,87.91,59.00,1369403.00,14749.00
23-May-25,Friday,May,2025,Q2,EQ,82.36,82.50,81.10,82.36,82.10,82.06,82.33,87.91,59.00,1608379.00,11025.00
22-May-25,Thursday,May,2025,Q2,EQ,82.30,83.25,82.27,82.15,82.27,82.36,82.57,87.91,59.00,999378.00,9815.00
21-May-25,Wednesday,May,2025,Q2,EQ,82.65,82.65,81.76,80.74,82.25,82.15,82.09,87.91,59.00,4121075.00,9860.00
20-May-25,Tuesday,May,2025,Q2,EQ,78.76,80.90,78.59,81.02,80.82,80.74,80.38,87.91,59.00,2925709.00,12099.00
19-May-25,Monday,May,2025,Q2,EQ,80.78,81.30,80.25,80.22,80.90,81.02,80.94,87.91,59.00,1822047.00,14572.00
16-May-25,Friday,May,2025,Q2,EQ,80.98,80.98,80.12,79.73,80.33,80.22,80.47,87.91,59.00,2080061.00,9888.00
15-May-25,Thursday,May,2025,Q2,EQ,78.75,80.22,78.75,81.19,79.52,79.73,79.40,87.91,59.00,6062081.00,23123.00
14-May-25,Wednesday,May,2025,Q2,EQ,84.07,84.07,80.81,81.62,81.22,81.19,81.12,87.91,59.00,3365875.00,11980.00
13-May-25,Tuesday,May,2025,Q2,EQ,83.35,83.35,80.41,80.92,81.60,81.62,81.25,87.91,59.00,2802485.00,13338.00
12-May-25,Monday,May,2025,Q2,EQ,82.76,82.76,80.50,83.60,80.90,80.92,81.59,87.91,59.00,3092720.00,28421.00
9-May-25,Friday,May,2025,Q2,EQ,83.63,83.91,82.62,83.62,83.55,83.60,83.48,87.91,59.00,2950650.00,11839.00
8-May-25,Thursday,May,2025,Q2,EQ,84.02,84.90,82.61,84.02,83.47,83.62,83.43,87.91,59.00,2296971.00,11470.00
7-May-25,Wednesday,May,2025,Q2,EQ,85.63,85.63,83.68,84.28,83.73,84.02,84.03,87.91,59.00,4387619.00,13043.00
6-May-25,Tuesday,May,2025,Q2,EQ,83.50,84.40,82.40,82.34,84.40,84.28,83.99,87.91,59.00,2549541.00,11189.00
5-May-25,Monday,May,2025,Q2,EQ,81.91,82.38,80.62,81.20,82.08,82.34,81.83,87.91,59.00,3328759.00,16345.00
2-May-25,Friday,May,2025,Q2,EQ,84.04,84.04,79.61,81.59,81.31,81.20,80.75,87.91,59.00,3662788.00,22381.00
30-Apr-25,Wednesday,April,2025,Q2,EQ,85.29,85.29,81.41,82.81,81.58,81.59,82.26,87.91,59.00,3333861.00,31836.00
29-Apr-25,Tuesday,April,2025,Q2,EQ,84.12,84.12,81.67,81.67,82.71,82.81,82.70,87.91,59.00,2489271.00,7416.00
28-Apr-25,Monday,April,2025,Q2,EQ,85.04,85.04,80.10,82.63,81.69,81.67,82.05,87.91,59.00,1238569.00,15656.00
25-Apr-25,Friday,April,2025,Q2,EQ,84.00,84.00,82.40,83.11,82.56,82.63,82.75,87.91,59.00,1868429.00,11998.00
24-Apr-25,Thursday,April,2025,Q2,EQ,83.45,83.45,82.64,82.99,83.06,83.11,83.10,87.91,59.00,5219832.00,9471.00
23-Apr-25,Wednesday,April,2025,Q2,EQ,87.91,87.91,82.30,85.35,82.70,82.99,82.73,87.91,59.00,7469223.00,22618.00
22-Apr-25,Tuesday,April,2025,Q2,EQ,84.02,86.10,84.01,83.64,85.40,85.35,85.51,86.10,59.00,7545324.00,16894.00
21-Apr-25,Monday,April,2025,Q2,EQ,84.50,84.50,82.55,82.04,83.66,83.64,83.37,84.50,59.00,4343574.00,24024.00
17-Apr-25,Thursday,April,2025,Q2,EQ,83.93,83.93,81.80,81.74,82.08,82.04,82.16,83.93,59.00,2600115.00,13017.00
16-Apr-25,Wednesday,April,2025,Q2,EQ,82.45,82.45,80.80,80.07,81.78,81.74,81.39,82.85,59.00,1809563.00,11326.00
15-Apr-25,Tuesday,April,2025,Q2,EQ,82.85,82.85,79.90,80.28,80.11,80.07,80.34,82.85,59.00,3940246.00,20230.00
11-Apr-25,Friday,April,2025,Q2,EQ,79.45,81.17,78.03,77.19,80.46,80.28,80.18,81.17,59.00,4559715.00,16885.00
9-Apr-25,Wednesday,April,2025,Q2,EQ,78.00,78.00,75.73,75.73,77.23,77.19,76.74,79.35,59.00,1022397.00,7974.00
8-Apr-25,Tuesday,April,2025,Q2,EQ,78.60,78.60,75.26,76.33,75.91,75.73,75.73,79.35,59.00,5821352.00,14985.00
7-Apr-25,Monday,April,2025,Q2,EQ,74.95,77.59,69.71,77.28,76.10,76.33,75.64,79.35,59.00,6465588.00,25504.00
4-Apr-25,Friday,April,2025,Q2,EQ,78.50,78.50,77.02,78.43,77.27,77.28,77.40,79.35,59.00,1769843.00,14286.00
3-Apr-25,Thursday,April,2025,Q2,EQ,78.99,79.35,78.20,78.58,78.20,78.43,78.64,79.35,59.00,4760807.00,14324.00
2-Apr-25,Wednesday,April,2025,Q2,EQ,79.33,79.33,78.00,78.72,78.67,78.58,78.45,79.33,59.00,1364205.00,13186.00
1-Apr-25,Tuesday,April,2025,Q2,EQ,78.00,78.80,76.66,76.54,78.70,78.72,78.57,78.80,59.00,3896161.00,18783.00
